pubkey,votekey,dz_fee_lamports_859,dz_fee_lamports_860,dz_fee_lamports_861,dz_fee_lamports_862,dz_fee_lamports_863,dz_fee_lamports_864,dz_fee_lamports_865,dz_fee_lamports_866,dz_fee_lamports_867,dz_fee_lamports_868,dz_fee_lamports_869,dz_fee_lamports_870,dz_fee_lamports_871,dz_fee_lamports_872,dz_fee_lamports_873,dz_fee_lamports_874,dz_fee_lamports_875,dz_fee_lamports_876,dz_fee_lamports_877,dz_fee_lamports_878,dz_fee_lamports_879,dz_fee_lamports_880,dz_fee_lamports_881,dz_fee_lamports_882,dz_fee_lamports_883,dz_fee_lamports_884,dz_fee_lamports_885,dz_fee_lamports_886,dz_fee_lamports_887,dz_fee_lamports_888,dz_fee_lamports_889,dz_fee_lamports_890,dz_fee_lamports_891,dz_fee_lamports_892,dz_fee_lamports_893,dz_fee_lamports_894,dz_fee_lamports_895,dz_fee_lamports_896,dz_fee_lamports_897,is_paid_859,is_paid_860,is_paid_861,is_paid_862,is_paid_863,is_paid_864,is_paid_865,is_paid_866,is_paid_867,is_paid_868,is_paid_869,is_paid_870,is_paid_871,is_paid_872,is_paid_873,is_paid_874,is_paid_875,is_paid_876,is_paid_877,is_paid_878,is_paid_879,is_paid_880,is_paid_881,is_paid_882,is_paid_883,is_paid_884,is_paid_885,is_paid_886,is_paid_887,is_paid_888,is_paid_889,is_paid_890,is_paid_891,is_paid_892,is_paid_893,is_paid_894,is_paid_895,is_paid_896,is_paid_897
SKYzJwMV6uX83pkytP5FFLFFtwi4yBfdg1CmDu675C5,VSKPGTijnFBcXVYNk6pCaSWBUp1pz5u5qP9rDdWgsgM,7370630,2625172,0,0,1376732,2911869,7279013,0,1392752,2977894,1921315,1705179,18007953,1525888,1731812,4975585,10697313,1567433,3179028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLAY6uN1zZpXBTfbuDDCesNmM5D288xrz8uYvfS3n41,SLaYv7tCwetrFGbPCRnqpHswG5qqKino78EYpbGF7xY,249340061,359063251,387184107,706593649,355976721,365840925,260735835,253932260,516170616,452751241,276491060,311404438,359601720,377085871,285366731,379992433,391276121,399605500,522064388,448954406,295075770,316540459,434998655,266085297,252793130,385642293,357850684,211941743,389742388,485189396,818015207,450253915,471670146,390293864,514195297,361405313,274654716,403392704,406386009,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No
SP9K2c8Z1aaQaqdQgC6hZMJ5UCTTnE76XNYVse7H94b,SP2JKHyxhs8eMQUi1wrJEcganVJoMhPe1hygowsusaP,19658747,37502794,18351607,154254634,24587597,10371098,9458688,3891374,21738753,33035052,23873444,31456591,14813873,12916549,16425906,38356925,37280487,18503581,11968896,19135155,29879650,5994632,45777752,48218988,14829745,27083024,32520996,25140678,19982501,41759843,49858606,38759232,40003871,55676908,54131364,24449144,38024451,23980825,20864447,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SQDS9iwyWvT2mQbSZzuNKGoxuBug5jRHouF6SuMRBkA,SQDSVTDfE5HqL7D6RjZk1vvZhaheWoskrDdDHCki68w,114518419,101813024,85684432,206704096,107164184,114706803,107841595,68317664,129095571,110122445,94993408,106812285,162470675,102719039,136402305,120204369,192909027,207677522,81906135,172457838,97327225,180487630,100589124,125510391,71392883,56324329,143052877,49208730,78839275,79987440,111345463,135473260,89385710,157513816,146940184,135514549,175222172,172574411,130010341,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
STPTshazcjH6cZMHzQBrggFSPHXYCTRGB7ctqS1AjkH,STPTPuWoyKzbWawom5DBndxkeRFAjW4PzJ2EjL1qeMW,0,0,0,0,0,0,0,89903956,60077699,44543288,67898796,71703060,72054698,126613097,32583443,35047838,35298779,33415671,22439296,36147262,50447001,30777092,32291236,55778348,26008523,0,0,0,0,18379376,20486561,29515292,29373556,49163395,33853580,24592659,28161361,23264460,35559995,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SWiz7QwnYPm61pWWUUkMhj4r5pZLP1SvYibdHcB2cov,SWiz8fJt7CV99Uv9VZTLGAkMP3vTpc6u7ZqNN5dsWXU,136600846,120570069,68832691,236944063,110776683,159902481,150978522,115599255,162194996,147112533,103482485,149323634,120080894,158575002,144986226,145240267,154135985,132024151,148191527,431733523,253667096,55326358,109260795,185841281,268807126,77552892,137368527,127421566,122172013,152487429,102718892,115101332,120096749,99200444,101411413,81602774,63492725,72851120,83960400,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No
SWnetabTLirPWqEK1V1T7HkVLC5vGvfjEsb89wiqrGh,SWnetzxKaKtuysePKKAzdPAk3gqWgPYxg31vet69Xnz,179381814,331715345,195616792,177307087,135778238,267709632,169730457,181034546,128231215,131140893,200356181,198761158,241726135,204005497,142077847,229845369,232385715,210492130,104574472,89299832,70702763,76548231,90805971,124595193,59861836,49342282,105397518,95096464,78514219,123389634,109358176,156643025,100128656,102839022,103655035,67137507,88525801,88830281,80006440,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SaGAgdkowooXBrHihpmE8gsjf1dUG7n5SqnyJxYFnXJ,sagasJDjjAHND4hien3bbo5xXkzCT5Ss6nKjyUJ45aw,66869217,85201086,30616231,210338939,63715862,116616079,167260085,48688328,79151582,55457672,61727653,79663553,55815321,110773097,135524004,221084192,217491167,92405147,104242058,142385276,92834931,66511621,41162263,71576180,96300323,44823061,27951149,75177295,73286053,96622888,165489643,86552366,62066600,88950000,62474697,75620174,73655128,70669637,90538217,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
SoLiDJGk4WkdinyLiRWjkFbgLUhjL3idGJK8H1rUWqH,SoLiDDVm88uWUMk2rQpG7B9wC55a6xveYEz3JnS6tzC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117029367,40288090,52294004,65358421,59406526,59750662,48567930,55481564,72888427,97618789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Sp7stYmvQaALhVEsmbV3NnatVrH7DFJUz6PWYJfshrk,xtA5ixQt5rvEHfqfGGJkdKqoV9TH14NPfkhsdXsshrk,7902407,18710760,9053509,7345503,30295448,18844220,4208100,5864613,35136335,43846850,14809059,12380733,33360588,34493745,42973017,27196756,22250543,18324792,13636074,38254765,31380384,12709526,24445968,13534339,11549979,22974011,34253270,28147200,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SscQkTYV2BFQYGGffAmTzvefrFrw6z9GNYiWHstVZ77,sShosKd6uA5c1ZpVMxdsE6do13TLRWSMYsXbSMmNC77,53987537,164003324,36883192,84880547,34578412,44360755,66519646,39808008,69792903,76193018,68663158,59930472,112796213,134892270,85215591,123168345,163393028,137036393,104965642,152810922,99922419,87174806,97416167,153282438,111476898,90746651,107286225,98584377,121224916,186283952,172892306,121795842,90618316,106509108,143504202,97706617,152484920,99041735,104453039,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Stakex4B2tpDHPWGvV1dninfiaYCGdakgTknpzPitLh,StakeyJXE1yJbEApBVswHN4JdZXcj7V5MHbzffa4dFp,186295517,203126537,106525491,168787155,163394618,189327424,217909434,210974299,189938041,161495304,128701291,168752409,208526760,197498104,155598590,213630974,217666094,147314566,173554873,169279722,171003459,133751197,162942852,118104851,120147006,98031766,139095041,159788015,146267682,131578515,347344619,148105979,167080080,209244410,216924556,119345140,140034965,123199381,187224101,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Ste1115xFGdAYK5jaWA3dEFcUc1S5jEbVvD8e327zty,Ste11vRHQJyQjcTKrDbTWAYsTXkX6PCnoEw3mSH3u2k,342045433,385401356,309369742,570918206,219498036,452197620,356346732,288920812,445840495,382315849,347461813,313046903,375899620,427509565,427026533,764680144,489783524,465871184,436355253,540346843,488537935,413021310,483205621,378312469,306326570,247631959,621019065,537763650,583589401,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
THWsLPufeq9LWs2H9vYPbtFwdxAHbQHvSbT6pztG8x1,THWfRpcJSC7oDrNMSCcixTZmCHVBTEVQL4qnd1UTD1x,259736558,233333738,169568113,278094258,223731910,285105763,157126306,259990288,235433510,244970988,288732857,223830089,269174023,235088982,274909952,223211869,212665852,265976313,229853831,204390572,256847250,139998696,181784014,164217898,205025382,124485173,154082163,219419359,111903372,136177569,179744703,225497889,152828434,183512364,254678323,179401214,143272945,133965169,97493047,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
TopjgY7N1fJdnW89S9fX6t7LF61nspgXGL1NpgAKhDG,5DnWqsJceNamPNNUpMnVr1XQ8anSxcj9TXRD5Rn52prJ,15176431,34453531,23054767,23859424,7779031,15735261,34281700,30312822,8521199,19959567,26316414,16813528,28520969,36627000,50883788,145613503,103368953,64897656,27477811,77034730,83908237,0,82239332,60545280,70547163,79866523,110957502,63287613,80317737,93775410,76163428,69048994,66947678,113326501,84216902,77035999,161547712,117681952,114562928,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
TrUtH9WTw1jBVuuExpm3MnC5XF7mW6J3x6oXXA9yX4U,TrutHUEykD2UsmAq7W3hA4r3XiQxGLqhENAwo9522xa,53811185,49768575,44562793,28741549,34162655,36890505,65400469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tri1F8B6YtjkBztGCwBNSLEZib1EAqMUEUM7dTT7ZG3,tri1cHBy47fPyhCvrCf6FnR7Mz6XdSoSBah2FsZVQeT,292167952,369911861,213255703,544245414,202769266,186621903,237807733,183487022,293848196,250978879,240969959,259062652,269619525,297028785,176326013,192778340,251418789,185154802,257176760,302812438,203342219,214175957,273061473,200170736,154076617,125817773,205442972,176506118,181647002,227209101,247833115,172993619,210775945,222726939,234050626,159810389,220084858,228184022,264307580,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
TxtxXzLTDQ9W4ya3xgwyaqVa6Tky6Yqhi5BLpPCc9tZ,TXTXAmsarrYrTobiCzq2r9NBqfChqRE8wEfJNsYZZ6F,349964065,404893569,352668014,792976509,320310593,314903217,358442216,353181451,455477948,332303798,331101136,338974758,493078594,507613742,362522088,375284266,388945689,437235446,362656618,499088681,304170180,441750842,347893359,368467180,322689899,277533550,465979798,509606437,243743879,400759294,498974319,281775137,599193878,485690769,462893766,390555668,368658949,335303026,355945158,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
U82KEYMnuCiZSQbvuCJTZ652HX9NQ63uNSnxyucshrk,c3wFuF1LCtsY5DGo7eBQCwLHhtZgAxNwNDrUCqashrk,24145746,24711631,29738063,21405172,4324332,7202407,36867984,10829929,51385172,14219149,36758737,21313206,17868372,23835784,37513846,53618542,50174908,50766190,14462245,65689145,18905238,9591030,33830561,65684460,27521410,18564127,19505557,19107153,17339272,20393602,23073246,46954318,33566606,20548228,39002591,32427766,30039932,22856044,72342885,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
UMi1r5J3SagSu4HC3waB3YFzbXi82rRSScgW2e8NTfr,MkyLHecSHN7TBdWgnh2J8KCsEHnsqqbVYSxtGmsshrk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17547284,0,1007562,3139082,0,0,0,0,0,0,0,8282772,7894807,1674057,10022212,19180038,22523362,11051084,15648923,20899775,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Yes,No,Yes,No,No,NA,NA,NA,NA,Yes,Yes,NA,No,No,No,No,No,No,No,No,No
UNrgBLmc8JT6A3dxXY9DWeHvDezt2DZQbhg1KPQfqEL,unRgBLTLNXdBmenHXNPAg3AMn3KWcV3Mk4eoZBmTrdk,51646227,59864720,52404794,13596675,53352579,72826091,82933028,94117102,93097532,84777997,41767007,63386656,76732565,83431668,47520158,62024378,77653693,54671246,53028304,119041438,32588461,29840851,55358757,73288363,78002102,52659352,66897898,48974591,84960067,68208084,89646197,68361088,59054982,85228712,32290202,95507500,123458060,72590012,73056334,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
VALiDcyCpujxjJAZDK2av2TpMAigpSodzj2ApqgR4e6,VALiDsfZKafvvQM5CMHhJd6PeVx9UpeDEC4Zk3WYikz,125911464,190754255,194487101,383198536,176628803,164874041,153275684,148467478,198511805,166626895,134186210,143865719,240963884,198353931,196790353,193448714,297421553,145418053,165434187,232477244,212041907,157996593,174924302,122280369,176660501,104996538,108693211,133855496,131101727,150911423,178262874,142718018,168766808,248624317,165461008,123328464,145825068,114031735,129417693,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Va1idLRtYEtVFJFsvz8vtt1uCJgea4Q1zi2Rh3eraJh,Va1idkzkB6LEmVFmxWbWU8Ao9qehC62Tjmf68L3uYKj,433879400,288852682,235082504,364903176,319271815,380204493,294378235,276414871,556175244,330827668,547563060,340846510,532983446,705617708,463404360,678188793,603544039,401961917,498954656,536026978,539236989,474170252,439420249,684737893,469582777,398783286,518131573,403802470,342782720,501363578,503249278,539577003,519129178,564985721,548215743,359981121,407032410,418190234,438669521,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No
WUNoB9YQXmXXRcJsjY1G8PfVag5aAfnyGmFd6YwJVwp,BDn3HiXMTym7ZQofWFxDb7ZGQX6GomQzJYKfytTAqd5g,131608863,117601230,126895190,430265575,69656050,131725853,163112486,154211474,102926934,165179215,136150873,194874910,185855643,145575559,191194535,72022787,120598450,173928354,110746841,114757116,109254298,201590397,133701262,153471985,119742019,98931830,90384247,113325080,140273314,171078755,131393312,67480313,137229077,152266703,180148980,110330735,160678219,135158484,81003572,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
WnP8cbMW3fqZLHiyEWSpjBQ6sZpfPustpaiY4QKshrk,g3YCFRjDBQDv44XtPT6dfGvhrB9DE75zLMybq9Mshrk,12634126,31241521,22234736,20970626,9153271,22001010,27013879,35901779,48942653,20449400,20927303,13416250,41900951,28882436,43975912,74988056,25375804,27711253,41967829,51334326,16381853,15312151,15371722,30759388,7557784,9055698,14448996,18311613,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
XAqHfPFsqTfAJHBRHAcEECkMSykXjkUj2Rta16Qshrk,ySxF6XaSFSwU46iJbgyh2rAW5jagLbYULPtWvZCshrk,31170786,28772308,26903574,59141604,22743902,50875126,50132050,18672815,43832774,20680519,40241594,55965729,93833151,14860255,57621922,18031558,25935984,37515652,43511802,83459863,58392046,20577213,43598165,34441820,37559842,27478709,40514886,16013466,57950208,42226274,27480955,52589930,47019424,65497482,75270904,32609770,39792926,62411914,64553526,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
YE11a5nVJtUNqsojkphYuWc7StqBzbCeFH6BjhAAUEV,YE111yizdzBA7JQKMXjy9VSx1shKAczUbs3b3e6vKQH,98639581,124606612,96103305,196964821,87929970,84708104,57339596,73961324,90286178,70068509,44197124,79589245,95740717,150271085,80324732,70281028,82749601,81421966,45715919,62683519,28209313,87028415,79665595,56736678,50785451,35539347,56960484,34044356,38244188,26428438,28608714,61169279,56522383,39824349,86806575,40175997,51150793,65388251,39699856,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
YuRBAsy9Stw1u46A8dMp7WQVBFweLP1PKuYibzYAMmQ,9gANMngbGUmAaLXL1RC3JdiaLjRowJXNbzCTh53ht7mq,23126518,81500033,36117788,110288103,65569418,101963257,59359072,54267527,97216626,77461593,63593505,89678296,148492924,181162886,146979604,161251209,180322454,149448095,151622182,119382724,129829551,96441189,81062282,165414252,144382121,66095094,236545570,138795081,157641948,142534022,156282811,124802067,116965124,99328084,180855018,107593788,120148061,155501363,121678985,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ZoD1XLMhxdMveAJL4x9oab4FhRKP5NThTnSCH19Tdjp,ZoDVQ5zCgFyVm2Y6vHhZ6boQEZNV6sMVnefev4M2Bes,0,0,15592377,30777748,0,34184885,44464907,13528799,14346909,31576000,6251007,22442831,20898837,29139036,43044612,8395196,38504586,22426392,24798208,40353573,39283454,32099958,36807491,34283072,40642148,37140931,36685794,24653390,33700850,49244316,27792561,45451368,33677500,82340192,42026915,49007972,35533545,51305520,98490624,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
adramSYKBv1yHoZTub4kepcmF5LybPxwyJcsz4fpfi7,adraBKLNY3DL3pg6SJRDYiMA8BsznaWpUdE42X41gbP,157054987,224151589,210083956,239050427,148635939,183184636,155778797,185552144,276078590,154726724,154563675,161439035,226610259,183278449,208776795,295659419,216533089,174052437,238075086,178395832,144844115,127273697,156459227,140945973,163842360,232155716,144263194,173501444,117962289,214713861,134350894,89265560,198890466,171370644,195865459,159872966,145299122,130029062,116456562,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
adre1Xia7ekGsEqNgHeFc7MYwkfzTQNeJgQmZ2agAKZ,adrePWHJJQNNuMfK3QrBKXDZZuRFPRjhovMMeSr3Drz,34212240,13438646,18950451,9844805,9078942,20691972,27619022,30185504,53222850,28235206,13428473,18009314,93268563,39226761,40829857,56891562,53811377,27578518,35026718,28904164,25032376,53411612,57345304,36035284,16542822,15914123,12525212,23750453,32379441,46624530,50281743,52526510,123615526,43921354,41888824,8811532,11372477,63745137,42637936,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ana2y2YvQ3ZPMwm6qhnN3nJoUSiT3qx5Pvetkq9xcfY,4AUED4uj6nSTuANzaAUnGBPJQRmhpDYDwoWJNkoUUBBW,1028615033,1252932482,895246269,1851394008,907871327,1126788796,1133963877,1001401225,1526714036,1423664992,1084084175,1333540480,1863767082,2059597855,1461810472,1981198234,1833922858,1498421558,1518198911,1980300093,1596924055,1470635473,1672521487,1549319034,1549755700,1209647407,1388020038,1383585938,2213935898,1958275017,1603209725,1526696129,1793001181,1744845955,1896196701,1613165810,1520459554,1577429625,1501742207,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
anzaeL7Lsv71HW2mew8YcKGyGqL6qNn3xoNPRrejM73,49ufmzpErLmn7jAeP666i8nMdXhFuvzjCbQwf2oEMkN3,0,0,0,0,9050657,0,7951793,25252701,189735453,335938926,285108023,287561412,207065031,135262743,0,0,0,0,0,168128278,154303652,346306291,95514901,201972064,178518816,59333920,238481006,170230769,102943322,90571399,289760295,513420908,152641226,484222927,386414826,257363878,237397419,472040990,567464687,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
axy3tCRL3wmFMVG4c69rYurcf4fXhBo2RcuBj9ADnJ4,axyQeKp44XqUnvC1jVHoeuAJ3j8wVnGeWtddeAcNYcF,106922470,134753065,98097414,90797000,202363795,120753256,259422557,159475072,145979494,102345422,109059191,96413847,145347920,157660374,106074187,86217523,120334139,142526215,131952790,141887154,133574621,97856048,93743940,126505142,113508378,94081465,114934188,116984101,100221420,120798966,144285276,138170583,109768496,97973936,141336060,119238044,112229824,46839576,121595248,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
b1ueZK9bWTywN2587zsScyLTaH18wfRfN5W15XnkiqF,b1uei1YN8YVb3qHy2JitBx4Fq9nAatLQFcNbnk6Ex8p,32004352,38127849,22674049,25279468,16218201,30896992,16754236,16931677,47163607,30369190,13903294,16386612,31316536,16146814,8396045,30872574,117390630,32703436,27504335,43242659,24580470,19793134,25775407,43453460,12831539,25468193,31316094,16895187,17080512,23230422,25662403,33550372,25890760,115067541,94313761,62157670,49779779,75781114,110413135,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
