pubkey,votekey,dz_fee_lamports_859,dz_fee_lamports_860,dz_fee_lamports_861,dz_fee_lamports_862,dz_fee_lamports_863,dz_fee_lamports_864,dz_fee_lamports_865,dz_fee_lamports_866,dz_fee_lamports_867,dz_fee_lamports_868,dz_fee_lamports_869,dz_fee_lamports_870,dz_fee_lamports_871,dz_fee_lamports_872,dz_fee_lamports_873,dz_fee_lamports_874,dz_fee_lamports_875,dz_fee_lamports_876,dz_fee_lamports_877,dz_fee_lamports_878,dz_fee_lamports_879,dz_fee_lamports_880,dz_fee_lamports_881,dz_fee_lamports_882,dz_fee_lamports_883,dz_fee_lamports_884,dz_fee_lamports_885,dz_fee_lamports_886,dz_fee_lamports_887,dz_fee_lamports_888,dz_fee_lamports_889,dz_fee_lamports_890,dz_fee_lamports_891,dz_fee_lamports_892,dz_fee_lamports_893,dz_fee_lamports_894,dz_fee_lamports_895,dz_fee_lamports_896,dz_fee_lamports_897,is_paid_859,is_paid_860,is_paid_861,is_paid_862,is_paid_863,is_paid_864,is_paid_865,is_paid_866,is_paid_867,is_paid_868,is_paid_869,is_paid_870,is_paid_871,is_paid_872,is_paid_873,is_paid_874,is_paid_875,is_paid_876,is_paid_877,is_paid_878,is_paid_879,is_paid_880,is_paid_881,is_paid_882,is_paid_883,is_paid_884,is_paid_885,is_paid_886,is_paid_887,is_paid_888,is_paid_889,is_paid_890,is_paid_891,is_paid_892,is_paid_893,is_paid_894,is_paid_895,is_paid_896,is_paid_897
ACTGYsH7bHbaSP7z9N86oLPHBThAELbGfTboc1VoFeZz,DMPhNJFSvi34NmfcqR4B5rdKgDYY3kZbXpdXJBL4cJ1q,0,0,0,0,0,0,92435393,27308226,40984063,42912509,39163079,27127412,75884793,62191858,19900890,46242258,70676913,47675926,39351155,31647911,17207424,26567789,46173139,39477652,29902125,17936185,33935783,29911460,38036848,23776844,100225135,24828136,47255951,42588246,37055831,20346682,28772253,46317778,26970946,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ACvL73V4GNnxPVfZ7K89jCrYurLyzpEuE9qirjvh2Xmi,HCvnhbT3Sn5RsueDisWzzn5FkW8tAqoQK1dr7cvAVzin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491086153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
ADjyeNzWd8yhEjCVyAqT87eqoyGRbimERQsNhFQcXjop,26RGqX3mezgYDxJnGh94gnMM4L2k9grH1eWcTSCHnaxR,78095279,107514898,97005891,97119311,119400410,109866864,124657058,100976182,122630629,212428483,332941819,81777679,128096146,158162223,110432865,85046144,122697007,140431826,162899492,201843079,133155882,147271114,201904919,119154328,187149386,177737590,128021035,159421760,86388506,236609806,293687954,115375616,118391500,125667322,149503846,140101629,119445462,125961330,145202209,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ALp2GdA1eJV8vZHMHazCtTxNXe3BLUSco9LDASgjDs8R,4tuMshQNpAFpy1YtEHnSsE5EPN1mAT8FevWvn2UPJHNM,192989831,256632448,231415451,190496733,122723948,142901755,173931135,117545910,182073421,159504127,129698902,108449912,155667590,115344702,114652767,392430203,131534918,144526886,183991202,123032801,132662035,103891133,106525464,118387697,147258973,98741979,152339416,141181779,112443376,173554508,138633767,132331405,92692770,105111242,115451513,75264536,80491632,107758078,147251743,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ASTERhckBQwAM82EQm2S2ivVcQ9mHQHZQs5u4BHMv6JH,AsteRZiiAA8uDXGszREgCMgKTddmAb59XGGHsELfNDVi,7160466,6659821,2127512,3905985,0,2715302,4349624,3689483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AWcCdYG7Dy6GX45c6QMPbgGwgRZPKcBDT4bXGb3QrVRV,G2W5QfMSBYXT5NNWEG8jSN9ZMqvVoaon3DMHMQ3BV7Bj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1760338745,1692819070,1655841528,1933984664,1399652831,1685305335,1779055218,1531643740,1728429215,1828125980,1667922469,1826238872,1842445702,2468113043,1564679367,2135344971,1678963449,1581323863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
AWqkGtq9rgpMDc7pTKe62aJuaX8ZvrnZxCpr8nfpDSCK,4VvZyjDj3KNYNbjzgaG5GxX4xeLhcFV6fA6BDPf6dLy4,110518275,221384439,81026627,187783814,115305840,140553553,129874587,119893754,182284983,145465684,105727572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AdSHK6vpQnwHRSw7jXUwjMEytmhFwnynZSENhvpAxL1y,9NZ18GkTnXZug6eXAzpBsmyCsYfAJ7mL9bgUfSJDSAKr,0,172930092,58183893,37891492,37091385,40020167,46246807,39281646,71872843,39949528,47884959,44888421,97140262,77771766,48384669,51526651,66385681,73849405,58362023,91033485,55978704,46107691,47684803,39458327,49734173,27646835,39884576,35656014,33404881,7850682,7559177,22849952,31936219,67158677,66993405,38246430,50066385,51898799,68000583,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
AfZTWYoFQbzqCMmUBTD7XwxFvjob1FVyCvkaXRryxtKc,86Sw9R6ynPmXnHfwUWinXtq1QoF2KHesfQQyZG5r8sXo,173739972,135324979,261501401,184447814,83665951,119165798,155044140,137938973,118552935,126030067,149670434,131801691,263123729,220953219,122981890,148532798,100596851,144509949,144510746,82872351,139772897,53738633,112128145,97435062,147108454,72444825,115493455,74117857,119616351,84321054,145871223,141703677,42274705,92962811,163752967,54574676,79574844,1388375589,116898244,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
Aho3hF8mqLmadyJdUFpoGidyo3fYAt3ALm2QpAo8wMX,9FNVvTw3kPyb3239RKakAXUfkmZzi5TDnH4hdwksRBig,88254650,144711984,72952730,91914135,95712687,91253359,100158527,95865643,136566895,113370883,113666860,150858800,178022517,157244333,267036183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AhyLPwqeE8zg7fyFjuufH8k7Kq4kNS2eARRq5EKNGRcT,Hm2uPQbdNCRjiwSJnA9edrMVC2PBUPa6qBWfC12RHx1B,135667280,195152442,105096593,282384158,178950465,173401090,184846795,169653687,151418037,71336371,109377583,156768331,226250054,230384567,123751740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AiBEt9kE8yZ4CnaLfTCGMp7Fg2wCtqhPTfvJ8D3zrLfu,H9p8zGs56CnL4b7RrbwQ6htc6V4K8PUtKvqH2m7hYAtL,0,0,0,0,0,0,0,0,0,0,0,54693413,41666038,51892811,58612893,55614443,53319933,56061362,79096060,41611815,65813860,21618505,50321886,45113537,40727935,21267291,56386981,78494222,68728865,114945833,88324909,144874162,95711257,106364511,101504222,89200653,101252467,100591520,95926733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
AjGby82yXeYgj3kmng9y3c4nQpZFmiPpJKecLJTHbfbP,6D9w8FRw5EFr5qtZEphPpughN3W8zc8p6zMXg4PFuaXL,28690110,46188085,12993310,17544562,19234254,15126117,13641052,21123956,17105764,37211823,14357380,40353703,48276040,24018881,10489174,31434515,40998498,47592318,44958370,35739109,61385210,20379007,47568469,66080176,83053221,74268908,64729609,31777352,67250891,0,59047941,73483344,71055019,98415592,58848808,66209213,45631014,59880044,101807037,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
AmjX7CerZbHrU814UeBp2gJC7gANNG3KrP4c3RyD7TSD,FzUNgBRnVxawDytN9GM7BFwxFfekuMs7BcAGybn4AmMk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24706686,0,3097924,1486828,4728508,8471112,11242635,29985582,79026178,91933866,211285879,241936757,136876687,205222525,231610898,188486915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ArMBx6veRq33ffEP9sxHafiPRgrtzww4XvbwZbSMfXiM,GW8GgoeBpLM4TpeR2ePVcYYSoySBaKJgt2JiwoyjXRz3,156974644,114041951,163146932,220509768,203116508,194536999,212904443,139749625,227917732,141664499,149197915,193016056,178883424,189337822,185137255,188395763,129119314,163103394,240259800,149531301,132901555,227574933,140918632,221584888,93540398,105653195,140745584,159768889,103955101,134592709,117734899,194608697,232906910,178775384,140984925,150846167,161397319,165274259,152075912,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
AsMpvJ3DZ2Ydu1WTRMAyMH4QjSLiUG39rKzfzvtE1bWr,B1w6SZcyvjyp6zEyStcc8u9AxXAh2AbYvNzMmP9rRKE9,90914054,97598490,58560161,255060709,128322805,200359636,160781744,127297622,144148248,103792350,158856402,133899531,189314798,244087883,133392824,281028075,200739287,188291909,197466394,161897032,194144925,96109186,141151574,264829929,147518140,120509683,190951644,233653340,177951299,202141139,105528242,153180997,154583266,215963314,171230018,130244360,134963741,135695285,172121949,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Av8EnYrPBnSJHK5e2wmTdnCpSy7nzmBgyFaUKSyLnBfe,3QPGLackJy5LKctYYoPGmA4P8ncyE197jdxr1zP2ho8K,205324786,193008136,172555315,246996123,154888089,176858052,144551067,131032026,165120818,187799756,145840260,143468564,234948373,219271789,179417745,225045739,267829163,155961332,227576169,322914987,144803223,99429626,122117123,125636607,158824056,120198536,140957085,149895598,93917592,179223179,184912796,105706305,140964344,152009112,202307238,117883547,118307185,125419550,153435542,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Awes4Tr6TX8JDzEhCZY2QVNimT6iD1zWHzf1vNyGvpLM,DumiCKHVqoCQKD8roLApzR5Fit8qGV5fVQsJV9sTZk4a,5823855188,13656874911,4869191433,8555442307,4942104845,5832159559,5843110394,5398476788,7068604663,6169947359,5071792514,5780184814,7558517728,7260307504,5812731204,7808717883,7483729794,6479733108,6800049649,6996331265,6454880745,5398743055,5772864168,5625064541,5256268618,5118908991,5425560188,5726957880,5474506548,5970130815,16258496911,5550805235,5986431787,6686998279,6621472837,5008492188,5329137445,5419869247,4828685372,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BANXwrLTkNHL6vTpKhXn86ySjnbwwGyWf9ExGgwZoiSD,BANXFioM7tuFqDyKp5zkZzfQJxBCRkhZeQj7sWNPYfRZ,4699349,2299997,0,0,6122393,0,5961870,4210847,10953744,2430435,6451978,10802771,0,8719781,3867769,0,15440289,10299520,6471794,15168567,0,7238646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BCS95L5JHBWHvWkcEJBEF3BH5QHxKcPeaTgoYmHLvfFh,Hx4UJCvf8amGeuW9fPFfTckRoznDHxPSYiU9HuUSZKLT,0,0,224444683,255311028,132503106,193096903,136862759,239432359,168139152,165379120,131760654,184604561,177535309,367425360,220764446,216359009,228399083,140927185,165386913,191745842,179539064,110371638,125221069,91636447,88098655,62770434,110121730,191852904,40128764,15546832,46775570,59754986,52635579,51656359,68452656,69653672,79330640,114685048,108771839,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BCjGyexo1i7qpN9CbJ9Zt8avWr4Lb2JRtcm43sJvsgQK,7rwEPPMQgHr3mn5nQX27SADt3tR8yucBgsNapYdrqRhB,28595577,31765049,2174602,8953300,3971368,11983701,11602411,20071347,15659582,13768075,12586227,12975755,18546119,33972219,40050236,57606377,46494122,72065198,77349829,0,62320657,60282554,53935450,56879862,25435587,32665490,47087791,44916390,31962050,37906122,33848672,35426921,36573657,47303822,61073134,35434697,47884308,54780515,23881839,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
BFMufPp4wW276nFzB7FVHgtY8FTahzn53kxxJaNpPGu6,7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh,269363071,325972082,185628465,199165031,133471791,212710721,165908978,130651804,226848633,167609481,145878709,129581602,210064993,171663502,138104669,118319535,170506013,223955127,76765288,98601179,65763438,81067785,92002052,143336706,155555852,121615328,121709707,95093182,128278255,119841281,127890245,71386165,74656985,82423680,105286364,91050198,70322213,88191643,93552239,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BM2vE2QqkB9fGtC34WPtM8drbgta13SBkhRq6dRG9J4J,8r4Fu6M8brgnL456RJfwxk8kN4iw1LgczfuXeuG1g4px,468671748,544240730,372532717,664477978,411150419,499533063,466564190,349617134,548420427,394854955,493715904,469403489,510855370,0,0,0,0,518498825,707239576,529179896,489629836,319812478,333045557,510427884,394338527,433946791,565384456,427028576,478325558,463184203,512964633,21741452,26060625,28119348,56585385,23904128,38894078,11900403,24424559,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BNtHBLo1L2vAG7PBQ6mJvWz7GqVPxBnioXsY2Gjtubrg,ErvMUdtMC7AX55zKdYSyy4DnWNCrTsWn5GwprSG7ocnx,172442703,350696631,165546644,568223004,188815948,281259099,201601022,231124914,252986357,237714041,168738052,205974312,278212379,306812040,254613537,434986294,223137870,230614823,183479404,223132356,185156237,227728746,203773572,150850202,103464038,110326695,123119237,123986723,327938003,124555950,202763637,195795638,235980427,260026498,334069047,247670036,192150709,177831823,162963463,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BPKAfGkkzF5u1QRjjB1nWYYbPMUCMPJe1xZPmwEMNMCT,9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x,135517820,208117378,175760191,326888206,212632689,226349624,176092803,242185104,235744797,180648094,260635594,249903151,176956457,179313938,233978678,231921512,230648374,208518674,213411302,255147305,192565764,129493353,170267699,144334148,200638036,108510274,180786483,194505027,166389664,309056063,433354391,276573302,268707466,374851825,357015279,268034481,223742481,248863897,188916153,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BR1aTt4ZZUCwWJDkSYf1hqkYJjo7Mb7Ar8iVTkeSwUB8,AbacusTT3yhEFEKkQKjGStDhKDnvSFGpg9EqBwz8FnDF,124783556,167233470,135182017,264234489,156030031,113885318,104446987,103731592,235243332,168842939,160077823,149661316,248076663,170617780,168870526,164677643,154930492,203127658,187373274,146968629,150974114,224134879,180014336,183160504,147603335,86400374,85589412,153732541,108612761,87632102,118734867,213720085,136396696,190258285,193051104,122293379,116175693,125263092,131156031,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BSGMRbK97DcgLe4u4kfNQnmTVZGVnwdtKQBJqWRBTZxU,BSGMtRHy9qvsPbUKtT8yqd7nNqn2urTcSMVUgzj9zJVd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98330280,80386745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes
BSMe78Jk1BfeJDdHQj1aXVjrT2aMAYidyNAGQsTshrk,T6bpj6H6fr9GyKe73DcNjPbGeSk8twDsiNcU4srshrk,24216524,14494327,20175074,21083883,14987372,37676617,18275642,38221226,30768939,25093326,34689016,47729968,25382601,24924447,21675197,22150802,23248531,23868578,17613662,21463615,26379371,22194584,26445525,31874362,5298332,20674986,26154561,13329038,12973930,42115780,17883652,54459781,82451519,51541040,44881226,56141833,47390288,56275048,47630410,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
BSNJGveGPVYzdt2bhTh3YfqbzWPH5Sq38zT1Br88Pn1N,FKU3YWq3AUuN2mJVR2pJgbsVQHdGeaK1Yj1iMBhJugd1,38629468,33510291,28726101,205799383,127514383,110939262,147009658,106098378,271407100,105775535,120479809,197521241,154365599,193220594,119952478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BULKzVM41WAyQZfL34vxqdsYwEYH9mJAJyzRS4xraf8b,BULKEEKf9Hjy4nwCthjzheEk4joH23LLXttAHjqEZmB2,0,0,0,0,0,0,0,0,0,0,0,0,0,27659613,73714591,140947552,157297363,223334421,76035336,209367202,218383343,156416390,177742911,242540765,198494272,189727179,0,0,0,262717321,287902559,242746096,341174177,314761773,245795557,244082523,237979460,242197152,219943781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,NA,NA,No,No,No,No,No,No,No,No,No,No
BUv44cVtsdvU9z2BfFGk6s5JZZWrmVnq5qCaii5ARyyB,6jzDwKeR21EFHwaRgZMefMxJ9D2vnQRqfYxkpUuJppPh,0,0,0,0,0,2647831238,2701361326,2523860227,3149159877,2640668021,1611706144,1479444890,2102927450,2270874962,1489747480,2048697444,1886618204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BXoNGzhaW2R71avxDbMofBTnqH9FMsQmXVAXR1Xshrk,1iD1fPWCyr7VmEwZ9ShtmiK98D4KTSSwXwbA3CDshrk,16880707,25205541,6559168,27747914,13334595,27319442,24614056,18186468,54843336,3563817,22485724,19271859,34710526,43960681,10892468,30660318,24305286,26406466,14141136,72322801,24446617,9789976,6420561,25631490,21548043,14410375,42612452,25338076,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BeRtYZnaaZLFwYQRPaZcxuuHBmyFBSGP32C8Ls5xnrZP,BeRtYZ7SVQozwTby6ajQzrHtKYkn4qoKyRfb3NDAedtA,16384480,10765760,105421212,24829966,14247396,21488039,17161476,25752445,12251051,25813766,24129266,9482233,18704664,50063171,23297493,41960994,19884396,47842280,26720338,32261022,19381871,21008944,25738572,22432749,8970312,9610680,41225298,22374354,18439452,23737555,15508657,23687029,15467112,43603774,49620275,360182821,30651149,34169594,43206064,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BeaCHioStqCEFDFxKwAEzyrUPYxqnBPhJ98gDKeEiTPb,BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo,525716653,561538651,336744244,852850916,390658352,557879686,631212661,360992233,687452575,476157728,496359207,509993446,682141292,694827061,617592339,627743680,597534597,536679345,633214310,720704655,551823644,484272090,489493142,499468183,431984229,476152569,673032647,485149435,451134810,608364567,503515981,596249753,458342222,555458257,638456533,452996601,411396440,439346152,458079801,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
BiU1DNow77wGwSXW1bLmkcQe2cuySpkbz7xtbitD9Fmk,BiUSTKzDM57pkf52SqxqckEk4ap7d25y2GB4GLXxdgj7,136595188,210675718,110859046,343243565,277414227,167360497,201933533,142141925,221357050,130651796,114022266,179041669,447254794,163184833,176515464,201242587,177405991,99980269,51715923,142974314,76318210,94006875,82162423,84935784,107673011,49765455,103577690,76307005,70704160,80139998,94422950,72264171,143287631,81836802,151029255,77921582,62349935,60164293,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA
BoNKmNCGvoHS4CkKvYRnF21iEpUP827pZjhFGdA4t5as,BoNKvwirX136zCjcnayEM4W82vn13RKkjm1Sy3UPBdim,279349082,272955061,256544165,359029294,250511071,402968897,303704989,267738925,286257124,303809560,283655298,227692878,352464875,397521627,211448989,434497748,336558625,319551618,227102220,318371860,376042019,212837973,384173258,207114905,255857453,176785045,279761398,223828596,191399982,267989577,217959870,203051158,251737349,268836197,370698922,295722031,247170098,239335721,443019635,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
